movetext,white_elo,black_elo,white_diff,black_diff,opening,eco
1. e4 g6 2. d4 Bg7 3. c3 Nf6 4. f3 d6 5. b4 O-O 6. Qb3 c6 7. a4 Be6 8. c4 b5 9. d5 bxc4 10. Qxc4 cxd5 11. Qb5 Qb6 12. Qxb6 axb6 13. exd5 Bxd5 14. Bd3 Rc8 15. Be3 Nbd7 16. Ne2 Nh5 17. Ra3 Bc4 18. Be4 Rab8 19. O-O Bxe2 20. Re1 Bc4 21. Nd2 d5 22. Bb1 Bb2 23. Nxc4 dxc4 24. Ra2 c3 25. g4 Nhf6 26. Bf4 Rb7 27. Rxe7 Re8 28. Bd6 Rxe7 29. Bxe7 Kg7 30. Bd6 Nd5 31. b5 Nb4 32. Bxb4 Ne5 33. f4 Nxg4 34. Be4 Re7 35. Bf3 Re1+ 36. Kg2 Ne3+ 37. Kf2 Nc2 38. Bxc3+ Bxc3 39. Rxc2 Ba5 40. h4 Ra1 41. Rc4 Ra2+ 42. Kg3 Ra3 43. Kg4 h5+ 44. Kg5 Rxf3 45. Rd4 Rg3# 0-1,1279.0,1724.0,-3.0,2.0,Robatsch (Modern) Defense,B06
1. e4 e5 2. Nf3 d6 3. d4 Bg4 4. dxe5 dxe5 5. Qxd8+ Kxd8 6. Nxe5 Be6 7. Bc4 Nh6 8. Bxe6 fxe6 9. Bxh6 Bd6 10. Nf7+ Ke7 11. Nxh8 gxh6 12. O-O Nc6 13. Nc3 Rxh8 14. Nb5 Be5 15. c3 a6 16. Na3 b5 17. Nc2 h5 18. f4 Bg7 19. e5 Rg8 20. Nd4 Nd8 21. a4 c6 22. axb5 axb5 23. Ra7+ Ke8 24. Ra8 Ke7 25. Ra7+ Ke8 26. Rd1 Bf8 27. Nf3 Be7 28. Rdd7 Rg7 29. Nd4 h4 30. f5 exf5 31. Nxf5 Bc5+ 32. Kf1 Rxd7 33. Rxd7 Kxd7 34. Nxh4 Ke6 35. Nf3 Nf7 36. Ke2 Nxe5 37. Ng5+ Kf5 38. Nxh7 Ng4 39. h3 Ne3 40. g4+ Kg6 41. Nf8+ Kg5 42. Ne6+ Kh4 43. Nxc5 Ng2 44. Kf3 Kxh3 45. g5 Nh4+ 46. Kf4 Ng6+ 47. Kf5 Nh4+ 48. Kf6 Kg4 49. g6 Nf5 50. g7 Nh6 51. Kg6 Ng8 52. Kf7 Nh6+ 53. Kf8 Kg5 54. g8=Q+ Nxg8 55. Kxg8 Kf5 56. Kf7 Ke5 57. Ke7 Kd5 58. Na6 c5 59. Nc7+ Kc4 60. Na6 Kd5 61. Kd7 c4 62. Kc7 b4 63. Nxb4+ Kc5 64. Na6+ Kb5 65. Nb8 Ka4 66. Nc6 Kb3 67. Na5+ Kxb2 68. Nxc4+ Kxc3 1/2-1/2,1736.0,1261.0,-12.0,18.0,Philidor Defense,C41
1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. Nxc6 bxc6 6. Nc3 d6 7. Be3 Bg7 8. Qd2 Nf6 9. Bd3 Ng4 10. h3 Nxe3 11. Qxe3 O-O 12. O-O Qc7 13. Rfe1 Rb8 14. Rab1 Be6 15. a4 Qa5 16. Nd1 Qxa4 17. c3 Bb3 18. Kf1 Bc4 19. Bxc4 Qxc4+ 20. Kg1 a5 21. Qe2 Qb3 22. Ne3 a4 23. Nc2 c5 24. Na3 Qa2 25. Qb5 Rxb5 0-1,1553.0,1780.0,-8.0,5.0,"Sicilian Defense: Accelerated Dragon, Exchange Variation",B34
1. e4 c5 2. Nc3 g6 3. Bc4 d6 4. d3 Nc6 5. f3 Bd7 6. a3 Bg7 7. Nge2 Nd4 8. Nxd4 Bxd4 9. Bb5 Nf6 10. Bxd7+ Qxd7 11. Bd2 O-O 12. Rb1 Rac8 13. Ne2 Qe6 14. Nxd4 cxd4 15. c3 dxc3 16. Bxc3 Nd7 17. O-O f5 18. h3 d5 19. exf5 Qxf5 20. g4 Qg5 21. Bd2 Qe5 22. f4 Qd4+ 23. Kg2 Qxd3 24. f5 Ne5 25. Bc3 Qe4+ 26. Kg3 Qe3+ 27. Kh4 g5+ 28. Kh5 Rf6 29. Bxe5 Qxe5 30. Qxd5+ Qxd5 31. h4 gxh4 32. g5 Rxf5 33. Rg1 Qf3+ 34. Kh6 Rc6+ 35. g6 Qh5# 0-1,1512.0,1614.0,-7.0,92.0,Sicilian Defense: Closed Variation,B23
1. d4 d5 2. c4 e6 3. c5 Nc6 4. e3 e5 5. Nf3 e4 6. Nfd2 b6 7. cxb6 axb6 8. Bb5 Bb7 9. Qc2 Ne7 10. Qb3 g6 11. Nc3 Bg7 12. O-O O-O 13. f3 Nf5 14. fxe4 Nxe3 15. Re1 Nxg2 16. Kxg2 Qg5+ 17. Kh1 Nxd4 18. Qd1 dxe4 19. Ndxe4 Qf5 20. Rf1 Bxe4+ 21. Nxe4 Qxe4+ 0-1,1421.0,1320.0,-14.0,16.0,Queen's Gambit Declined,D30
1. d4 Nf6 2. Nf3 g6 3. Nc3 Bg7 4. e4 d6 5. Be3 O-O 6. Qd2 Nbd7 7. O-O-O b6 8. Bd3 Bb7 9. h4 Rc8 10. Bh6 Bxh6 11. Qxh6 Ng4 12. Qd2 Ndf6 13. h5 Nxh5 14. Rxh5 e5 15. Rhh1 exd4 16. Nd5 c6 17. Nf4 c5 18. Nh4 Qf6 19. f3 Ne5 20. Qf2 Qxf4+ 21. Kb1 Nxd3 22. cxd3 Rfe8 23. g3 Qf6 24. Qh2 h5 25. g4 hxg4 26. Rdg1 Kf8 27. Rxg4 Ke7 28. Rf4 Qe6 29. Nxg6+ fxg6 30. Qh7+ Kd8 31. Qxb7 Qe7 32. Qd5 Rc7 33. Re1 Kc8 34. e5 Kb8 0-1,1763.0,1694.0,-13.0,22.0,Pirc Defense: Classical Variation,B08
1. e4 c5 2. b4 cxb4 3. d4 d5 4. e5 e6 5. f4 Nc6 6. Nf3 g6 7. Bd3 Bg7 8. O-O Nge7 9. Kh1 a6 10. Be3 b5 11. Bf2 Bd7 12. Nbd2 O-O 13. Bh4 h6 14. Qe1 Rc8 15. g4 Qc7 16. Rg1 Kh7 17. Bf6 Bxf6 18. exf6 Ng8 19. Qh4 b3 20. axb3 Nb4 21. g5 h5 22. Qxh5+ 1-0,1951.0,1838.0,8.0,-7.0,Sicilian Defense: Wing Gambit,B20
1. d4 d5 2. Nf3 Bf5 3. c4 Nc6 4. Nc3 dxc4 5. e4 Bg4 6. d5 Nb4 7. Bxc4 Nf6 8. a3 Na6 9. O-O Qd6 10. Qd3 e6 11. e5 Qc5 12. Bxa6 bxa6 13. exf6 g6 14. Be3 Qd6 15. Ng5 Bh6 16. Nge4 Qf8 17. Bxh6 Qxh6 18. dxe6 Bxe6 19. Qxa6 Qf4 20. Qc6+ Bd7 21. Qxa8+ 1-0,1535.0,1505.0,11.0,-9.0,Queen's Pawn Game: Zukertort Variation,D02
1. e4 d5 2. e5 Bd7 3. d4 e6 4. Nh3 a6 5. Qf3 f6 6. exf6 Nxf6 7. Bg5 Be7 8. Nd2 Bc6 9. Bxf6 Bxf6 10. Qh5+ g6 11. Qh6 Nd7 12. Nf3 Qe7 13. g4 O-O-O 14. O-O-O e5 15. g5 Bg7 16. Qh4 exd4 17. Re1 Qb4 18. a3 Qb6 19. Bd3 Nc5 20. Qg4+ Bd7 21. Qf4 Nxd3+ 22. cxd3 Bxh3 23. Re7 Rhg8 24. Rhe1 Bd7 25. Rd1 Qc5+ 26. Kb1 Qxe7 27. Nxd4 Bxd4 28. Qxd4 Qe2 29. Rc1 Bf5 30. Rc2 Bxd3 31. Qg4+ Bf5 32. Qxe2 Bxc2+ 33. Qxc2 Rgf8 34. Qd2 d4 35. f4 Rf5 36. h4 c5 37. Qf2 Rdf8 38. Qf3 Rxf4 39. Qh3+ Kb8 40. Qd7 Ka8 41. Qh3 Rf3 42. Qd7 d3 43. Qd5 c4 44. Kc1 Rf1+ 45. Kd2 Rf8f2+ 46. Kc3 Rc1+ 47. Kd4 Rf4+ 48. Kc5 Rf5 49. Qxf5 0-1,1768.0,1527.0,-163.0,14.0,"French Defense: Advance Variation, Extended Bishop Swap",C02
1. d4 d5 2. c4 dxc4 3. Nc3 Be6 4. e4 b5 5. Nxb5 a6 6. Nc3 c6 7. d5 cxd5 8. exd5 Bf5 9. Bxc4 Nf6 10. Bg5 e6 11. Bxf6 Qxf6 12. Qa4+ Ke7 13. Nf3 Qe5+ 14. Kd2 Qf4+ 15. Ke1 Kf6 16. Bb3 exd5 17. Qxf4 Nc6 0-1,1533.0,1247.0,-20.0,22.0,Queen's Gambit Accepted,D20
1. e4 c5 2. Nf3 Nc6 3. c3 g6 4. d4 cxd4 5. cxd4 d5 6. e5 Qb6 7. Nc3 Bg4 8. Nxd5 Qa5+ 9. Nc3 e6 10. Be2 Bb4 11. O-O Bxc3 12. bxc3 Qxc3 13. Bd2 Qa3 14. Rb1 Rb8 15. h3 Bf5 16. Rb3 Qxa2 17. Bb5 Ne7 18. Bb4 Bc2 19. Ra3 Qb2 20. Qc1 Qxb4 21. Bxc6+ Nxc6 22. Qxc2 Qxa3 23. d5 exd5 24. e6 fxe6 25. Re1 O-O 26. Rxe6 Rfe8 27. Rxg6+ Kh8 28. Rh6 Re7 29. Ng5 Qa1+ 30. Kh2 Qe5+ 31. g3 Qxg5 32. Qb2+ d4 33. Rh4 Qf6 34. Rf4 Qe5 35. Qb4 Nxb4 36. Rf3 Qe2 0-1,1914.0,1917.0,-12.0,10.0,Sicilian Defense: Old Sicilian,B30
1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3 Nf6 5. Nc3 b6 6. e5 Bc5 7. exf6+ Bxe3 0-1,1476.0,1547.0,-9.0,14.0,Center Game: Berger Variation,C22
1. d4 e6 2. c4 c5 3. e3 Nf6 4. Nc3 d6 5. Nf3 Be7 6. Bd3 O-O 7. O-O Nc6 8. b3 Nb4 9. Be2 b6 10. a3 Nc6 11. Bb2 Bb7 12. d5 exd5 13. cxd5 Ne5 14. Nxe5 dxe5 15. e4 a6 16. a4 Bd6 17. Bc4 Qd7 18. Qe2 Ng4 19. h3 Nf6 20. Nd1 Ne8 21. Ne3 Nc7 22. Nf5 f6 23. Qg4 g6 24. Nh6+ 1-0,1927.0,1902.0,10.0,-11.0,Horwitz Defense,A40
1. e3 e5 2. d3 d5 3. Nc3 Nf6 4. Nf3 Bd6 5. d4 Qe7 6. dxe5 Bxe5 7. Bd2 O-O 8. Nxe5 Qxe5 9. f4 Qd6 10. Nb5 Qc6 11. Nd4 Qd6 12. a3 a6 13. Bb4 Qd7 14. Be2 Re8 15. O-O Re4 16. Bd2 Nc6 17. Bd3 Re5 18. fxe5 Nxe5 19. Bf5 Qe7 20. Bb4 c5 21. Bxc8 Rxc8 22. Nf5 Qe6 23. Bc3 g6 24. Ng3 Re8 25. Bxe5 Qxe5 26. c3 Qxe3+ 27. Kh1 Ng4 28. Qc2 Qh6 29. h3 Ne3 30. Qa4 Kf8 31. Rfe1 Qf4 32. Qxf4 Kg8 33. Rxe3 Rxe3 34. Qxe3 b6 35. Qe8+ Kg7 36. Rf1 f6 37. Qe7+ Kh6 38. Qxf6 c4 39. Nf5+ 1-0,1500.0,1452.0,20.0,-44.0,Van't Kruijs Opening,A00
1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3 Nf6 5. b3 b6 6. Bb2 Bc5 7. Qg3 Nxe4 8. Qf3 Qe7 9. Nh3 d5 10. Be2 Bd4 11. Bxd4 Nxd4 12. Qd3 c5 13. c3 Nf5 14. Qxd5 Ned6 15. Qxa8 O-O 16. Qf3 Nh4 17. Qg3 Nhf5 18. Qf3 Nh6 19. Nf4 Bg4 20. Qe3 Be6 21. O-O Qg5 22. Nxe6 fxe6 23. Qxg5 Rf5 24. Qd8+ Rf8 25. Qxd6 Nf5 26. Qxe6+ Kh8 27. Bg4 g6 28. Qe5+ Kg8 29. Bxf5 gxf5 30. Qe6+ Rf7 31. Re1 f4 32. Rd1 Kg7 33. Qe5+ Kg6 34. Rd6+ Rf6 35. Qxf6+ Kh5 36. Qh6+ Kg4 37. f3+ Kf5 38. Qf6# 1-0,1467.0,1561.0,14.0,-22.0,Center Game: Berger Variation,C22
1. e4 e5 2. Nf3 d5 3. exd5 Qxd5 4. Nc3 Qd8 5. Bc4 Bg4 6. O-O Bxf3 7. Qxf3 f6 8. Qxb7 Nd7 9. Qb3 Nh6 10. d4 Rb8 11. Nb5 a6 12. Bxh6 Qe7 13. Nxc7+ Kd8 14. Ne6+ Kc8 15. Qc3 exd4 16. Bxa6# 1-0,1726.0,1323.0,3.0,-6.0,Elephant Gambit,C40
1. e4 e5 2. Nf3 d6 3. Nc3 c6 4. d4 Qe7 5. Bg5 f6 6. Bh4 a6 7. Na4 Nd7 8. Bd3 b5 9. Nc3 g5 10. Bg3 h5 11. h4 g4 12. d5 gxf3 13. dxc6 Nc5 14. Nd5 Qe6 15. Nc7+ Kd8 16. Nxe6+ Bxe6 17. Qxf3 Bg4 18. Qxf6+ Nxf6 19. f3 Be6 20. f4 Ng4 21. b4 Ne3 22. Rc1 Na4 23. Kf2 Ng4+ 24. Ke2 Bxa2 25. Rhd1 Nc3+ 26. Kf3 Nxd1 27. Rxd1 Rc8 28. Ra1 Bf7 29. Rxa6 d5 30. Bxb5 Bxb4 31. Ra7 d4 32. c7+ Ke7 33. fxe5 Ne3 34. Rb7 Nxc2 35. Rb8 Ne1+ 36. Bxe1 Bxe1 37. Ke2 Bxh4 38. Kd3 Bf2 39. Rxc8 Rxc8 40. e6 Bxe6 41. Ke2 Bg3 42. Kd3 Be5 43. Kd2 Rxc7 0-1,1548.0,1237.0,-21.0,22.0,Philidor Defense #2,C41
1. e4 e6 2. Nf3 b6 3. d4 c6 4. Nc3 Bb4 5. Bd2 Nf6 6. e5 Nd5 7. Nxd5 Bxd2+ 8. Qxd2 cxd5 9. Bd3 O-O 10. O-O Ba6 11. Bxa6 Nxa6 12. a3 Rc8 13. Qd3 Nb8 14. b4 h6 15. a4 Qc7 16. Ra2 Qc4 17. Qxc4 Rxc4 18. b5 Rfc8 19. Rc1 a6 20. bxa6 Nxa6 21. h3 Nb4 22. Rb2 Rxc2 23. Rcxc2 Rxc2 24. Rxb4 Rc6 25. Nd2 d6 26. exd6 Rxd6 27. Nf3 f6 28. g4 g5 29. Nd2 Kf8 30. Nb3 Ke8 31. a5 bxa5 32. Nxa5 Ra6 33. Nb7 Ra7 34. Nc5 e5 35. dxe5 fxe5 36. Rb6 Ke7 37. Rxh6 Ra5 38. Ne6 Kf7 39. Nxg5+ Kg7 40. Rb6 d4 41. Ne4 Ra3 42. Rb5 Rxh3 43. Rxe5 Rd3 44. Nc5 Rd1+ 45. Kg2 d3 46. Rd5 d2 47. Ne4 Re1 48. Nxd2 Rd1 49. Rd6 Kf7 50. Rd5 Ke6 51. Rd3 Ke5 52. Nf3+ Kf4 53. Rxd1 Kxg4 54. Rd4+ Kf5 55. Nh4+ Kg5 56. Kg3 Kf6 57. Rf4+ Ke5 58. Kg4 Kd5 59. Kf5 Kd6 60. Re4 Kd5 61. Ng6 Kd6 62. Re5 Kc6 63. Ke6 Kc7 64. Rd5 Kc6 65. Ne7+ Kb6 66. Kd6 Kb7 67. Rc5 Kb6 68. Nd5+ Ka6 69. Kc6 Ka7 70. Rb5 Ka6 71. Rb1 Ka5 72. Nc3 Ka6 73. Ra1# 1-0,1748.0,1272.0,2.0,-2.0,French Defense: Knight Variation,C00
1. d4 d5 2. c4 Bd7 3. Nf3 Nf6 4. Ne5 dxc4 5. e3 a6 6. Bxc4 Bb5 7. Bxb5+ axb5 8. Nc3 c6 9. O-O Qc7 10. Qb3 e6 11. Rd1 Be7 12. e4 O-O 13. d5 cxd5 14. exd5 Nxd5 15. Nxd5 exd5 16. Rxd5 Rd8 17. Rxd8+ Bxd8 18. f4 Na6 19. Bd2 Qc5+ 20. Be3 Qe7 21. Re1 Nb4 22. Bc5 Qe8 23. Qxb4 Kh8 24. Bd4 Ra4 25. Qc3 Ba5 26. Qc1 Rxd4 27. Nf3 Bxe1 28. Nxe1 Rc4 29. Qd1 Rxf4 30. Qc1 Rc4 31. Qd1 g6 32. h4 Rxh4 33. Nf3 Ra4 34. Ng5 Qe5 35. Nxf7+ 1-0,1417.0,1503.0,14.0,-14.0,Queen's Gambit,D06
1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qd3 Bc5 5. c4 Qe7 6. Nf3 Nf6 7. Bg5 Qxe4+ 8. Qxe4+ Nxe4 9. Be3 Bxe3 10. fxe3 O-O 11. Bd3 Re8 12. O-O Nb4 13. Bxe4 Rxe4 14. Re1 Nc2 15. Nc3 Re8 16. Nd5 Nxa1 17. Nxc7 Nc2 18. Re2 Rxe3 19. Rxe3 Nxe3 20. Nxa8 d6 21. b4 Nxc4 22. Nc7 Kf8 23. Ng5 h6 24. Ne4 Ke7 25. Nd5+ Ke6 26. Nc7+ Ke5 27. Nc3 Be6 28. Nc7b5 a6 29. Nc7 d5 30. a4 d4 31. Ne2 d3 32. Nc3 Kd4 33. Nb1 d2 34. Nxd2 Nxd2 35. Ne8 g6 36. Nd6 Bd5 37. b5 Ke5 38. Nc8 axb5 39. axb5 Nc4 40. g4 Kd4 41. Nb6 Nxb6 0-1,1338.0,1879.0,-1.0,1.0,Center Game: Normal Variation,C22
1. e4 e5 2. Nf3 Nf6 3. Nc3 Nc6 4. Bc4 d5 5. exd5 e4 6. dxc6 exf3 7. Qxf3 Bg4 8. Qe3+ Be7 9. cxb7 Rb8 10. Bb5+ Nd7 11. Bxd7+ Qxd7 12. O-O Rxb7 13. Re1 Be6 14. d4 O-O 15. Qg3 Bd6 16. Qf3 Rb4 17. d5 Bg4 18. Qd3 Bf5 19. Qd2 Rh4 20. g3 Bxg3 21. fxg3 Bh3 22. Qg5 1-0,1547.0,1336.0,6.0,-6.0,Four Knights Game: Italian Variation,C46
1. e4 g6 2. e5 d6 3. d4 dxe5 4. dxe5 Qxd1+ 5. Kxd1 Nc6 6. f4 Bg4+ 7. Nf3 Nd4 8. h3 Bxf3+ 9. gxf3 Nxf3 10. Bg2 O-O-O+ 11. Nd2 Nxd2 12. Bxd2 Nh6 13. c3 e6 14. Rc1 Nf5 15. Rc2 Ne3+ 16. Kc1 Nxg2 17. Rh2 Nh4 18. Be1 Nf5 19. Rcd2 Rxd2 20. Bxd2 Be7 21. Be3 Nxe3 0-1,1317.0,1729.0,-6.0,3.0,Modern Defense,B06
1. e4 e5 2. Nc3 Nf6 3. Bc4 g6 4. f3 c6 5. d3 b5 6. Bb3 a5 7. a3 a4 8. Ba2 Na6 9. Bg5 Bc5 10. Bxf6 Qxf6 11. Nge2 Qg5 12. g4 Qh4+ 13. Kd2 Qg5+ 14. f4 exf4 15. Nxf4 Qxf4+ 16. Ke2 Qe3+ 17. Kf1 f5 18. gxf5 gxf5 19. exf5 Rf8 20. Qh5+ Rf7 21. Qxf7+ Kd8 22. Qf6+ Kc7 23. Ne4 Qf3+ 24. Ke1 Qxh1+ 25. Kd2 Qxa1 26. Qe5+ Kb6 27. Qxc5+ Nxc5 28. Nxc5 Kxc5 29. f6 Qxa2 30. f7 Qxf7 31. h4 Qf2+ 32. Kc3 Qxh4 33. d4+ Qxd4# 0-1,1501.0,1370.0,-15.0,27.0,Vienna Game: Stanley Variation,C26
1. e4 c5 2. c3 d5 3. e5 Nc6 4. d4 Bf5 5. Nf3 Qb6 6. Nbd2 cxd4 7. cxd4 Nxd4 8. Qa4+ Nc6 9. Nd4 Bd7 1-0,1808.0,1679.0,15.0,-7.0,Sicilian Defense: Alapin Variation,B22
1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. Bc4 Nf6 6. Nxc6 bxc6 7. Nc3 Bg7 8. Bd3 O-O 9. Be3 d5 10. Qd2 d4 11. Bh6 dxc3 12. bxc3 Qa5 13. Bxg7 Kxg7 14. O-O Be6 15. Rfe1 Rad8 16. Qf4 Qxc3 17. a4 c5 18. Bb5 Rd2 19. Rab1 Rfd8 20. h3 Rxc2 21. Re3 Qd2 22. e5 Nd5 23. Qg3 Nxe3 24. fxe3 Qe2 25. Rf1 c4 26. Rf2 Rd1+ 27. Kh2 Qxf2 28. Qxf2 Rxf2 0-1,1545.0,1989.0,-3.0,3.0,Sicilian Defense: Accelerated Dragon,B36
1. e4 c5 2. d3 Nc6 3. Nf3 h6 4. Be2 e5 5. O-O Nf6 6. a3 d6 7. b4 cxb4 8. axb4 Nxb4 9. c3 Nc6 10. Na3 Bg4 11. Qb3 b6 12. Qc4 Rc8 13. Nb5 Bxf3 14. Bxf3 Nd4 15. Qa4 Nxb5 16. Qxb5+ Qd7 17. Qb4 d5 18. Qb3 dxe4 19. dxe4 Bc5 20. Be2 Nxe4 21. Bb5 Rc6 22. Bxc6 Qxc6 23. Be3 Bxe3 24. fxe3 O-O 25. Rxa7 Nxc3 26. Raxf7 Rxf7 27. Qxf7+ Kh7 28. Qf5+ Kg8 29. Qxe5 Ne2+ 30. Kh1 Qg6 31. Qd5+ Kh8 32. Qd8+ Kh7 33. Qh4 h5 34. Qf2 Nc3 35. Qf5 Qxf5 36. Rxf5 b5 37. Rc5 b4 38. Rc4 Na2 39. e4 b3 40. Ra4 b2 41. Rxa2 b1=Q# 0-1,1527.0,1622.0,-9.0,8.0,Sicilian Defense,B20
1. e4 d5 2. e5 c6 3. d4 Bf5 4. Bd3 Qd7 5. Bxf5 Qxf5 6. Nh3 e6 7. g4 Qg6 8. Qf3 f5 9. gxf5 exf5 10. Rg1 Qe6 11. Ng5 Qe7 12. Qxf5 h6 13. Ne6 Nd7 14. Nc7+ Kd8 15. Nxa8 g5 16. e6 Ndf6 17. Qe5 Qd6 18. Qxd6+ Bxd6 19. h4 Ne4 20. hxg5 hxg5 21. Bxg5+ Nxg5 22. Rxg5 Rh1+ 23. Ke2 Ne7 24. Rg7 Rc1 25. a4 Rxc2+ 26. Nd2 Bb4 27. Rd1 Rxb2 28. Rh7 Nf5 29. Rh8+ Ke7 30. Nc7 Nxd4+ 31. Ke1 Nf3+ 32. Ke2 Nxd2 33. Re8+ Kd6 0-1,1311.0,1704.0,-6.0,2.0,Caro-Kann Defense: Advance Variation,B12
1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Nge7 5. Nxc6 Nxc6 6. Nc3 Bc5 7. Bc4 d6 8. Bb5 Bd7 9. O-O a6 10. Ba4 b5 11. Bb3 Na5 12. Bd5 c6 13. Bb3 Nxb3 14. axb3 O-O 15. Bf4 Qf6 16. Bg3 b4 17. Na4 Bd4 18. e5 dxe5 19. c3 bxc3 20. bxc3 Ba7 21. Qxd7 Rfe8 22. b4 e4 23. Qd6 Re6 24. Qf4 Qe7 25. Nc5 Rf6 26. Qe3 Rd8 27. Rfd1 Rxd1+ 28. Rxd1 h6 29. Rd7 Bxc5 30. Rxe7 Bxe3 31. fxe3 Re6 1-0,1736.0,1559.0,6.0,-6.0,Scotch Game,C45
1. e4 e5 2. Nc3 Nf6 3. Bc4 c6 4. f3 d5 5. exd5 cxd5 6. Bb5+ Bd7 7. Bxd7+ Qxd7 8. d3 d4 9. Ne4 Nxe4 10. fxe4 g6 11. h3 h5 12. g3 g5 13. Nf3 g4 14. Nxe5 Qe6 15. Nxf7 Qxf7 16. hxg4 Nc6 17. gxh5 Qe7 18. g4 Ne5 19. Qe2 Bh6 20. g5 Bxg5 21. Bxg5 Qxg5 22. Qf1 O-O-O 23. Qf5+ Qxf5 24. exf5 Rdf8 25. Ke2 Rxf5 26. Rag1 Rfxh5 27. Rxh5 Rxh5 28. Rg8+ Kc7 29. Rg7+ Kd6 30. Rxb7 Rh2+ 31. Kd1 Nf3 32. Rxa7 Rh1+ 33. Ke2 Ng1+ 34. Kf2 Nh3+ 35. Kg2 Nf2 36. Kxf2 Rh2+ 37. Kf3 Rxc2 38. b4 Rb2 39. a3 Rb3 40. Ke4 Ke6 41. Kxd4 Kd6 42. Kc4 Rb1 43. a4 Rc1+ 44. Kb3 Rb1+ 45. Kc4 Rc1+ 46. Kd4 Rg1 47. b5 Rg4+ 48. Kc3 Kc5 49. Rc7+ Kd5 50. Rc4 Rg1 51. b6 Rc1+ 52. Kb4 Rb1+ 53. Kc3 Rxb6 54. a5 Rb1 55. Ra4 Rc1+ 56. Kd2 Rc8 57. a6 Ra8 58. a7 Kc5 59. Kc3 Kb5 60. Ra3 Kb6 61. d4 Kb7 62. Kc4 Rc8+ 63. Kd5 Rd8+ 64. Ke5 Re8+ 65. Kf5 Kc6 66. a8=Q+ Rxa8 67. Rxa8 Kd5 68. Rd8+ Kc4 69. d5 Kc5 70. Ke6 Kb6 71. d6 Kb7 72. d7 Kc7 73. Ke7 Kc6 74. Rc8+ Kb7 75. d8=Q Ka7 76. Qd7+ Ka6 77. Rc6+ Ka5 78. Qd5+ Ka4 79. Rc4+ Ka3 80. Qd3+ Kb2 81. Rc2+ Kb1 82. Qd1# 1-0,1486.0,1539.0,13.0,-19.0,Vienna Game: Stanley Variation,C26
1. d4 g6 2. c4 Bg7 3. Nf3 b6 4. e4 Bb7 5. Nc3 e6 6. Bg5 Ne7 7. e5 h6 8. Bf6 Bxf6 9. exf6 Ng8 10. d5 Qxf6 11. dxe6 Qxe6+ 12. Qe2 Bxf3 13. gxf3 Nc6 14. O-O-O O-O-O 15. Nb5 a6 16. Nd4 Nxd4 17. Rxd4 Nf6 18. b3 c5 19. Rd2 Nh5 20. Rd5 Nf4 21. Re5 Nxe2+ 22. Bxe2 Qxe5 23. Re1 Qxh2 0-1,1500.0,1693.0,-7.0,6.0,Modern Defense,A40
1. e4 e5 2. Nf3 Nc6 3. Bb5 Nd4 4. Nxd4 exd4 5. Qf3 Nf6 6. e5 c6 7. Bc4 Nd5 8. Bxd5 cxd5 9. Qxd5 Qb6 10. O-O Be7 11. c3 O-O 12. Qxd4 d6 13. Qxb6 axb6 14. d4 d5 15. Nd2 f6 16. Nf3 h6 17. a3 fxe5 18. Nxe5 Rf6 19. Re1 Rg6 20. Nxg6 Bh4 21. Nxh4 1-0,1734.0,1328.0,3.0,-2.0,Ruy Lopez: Bird Variation,C61
1. e4 e5 2. Nf3 Nc6 3. d4 Nxd4 4. Nxd4 exd4 5. Qxd4 b6 6. Bf4 c5 7. Qd5 Nf6 8. Qxa8 Qc7 1-0,1407.0,1392.0,11.0,-11.0,Scotch Game: Lolli Variation,C44
1. e3 e5 2. Nc3 Bb4 3. a3 Bxc3 4. bxc3 Nf6 5. d4 exd4 6. exd4 Qe7+ 7. Be2 O-O 8. Bb2 h6 9. Nf3 Re8 10. Kf1 d6 11. g3 Bg4 12. Ng1 Bxe2+ 13. Nxe2 Nc6 14. Qd2 Qxe2+ 15. Qxe2 Rxe2 16. Kxe2 Re8+ 17. Kf1 Ne4 18. Re1 Nd2+ 19. Kg2 Rf8 20. Rd1 Nc4 21. Ba1 Nxa3 22. d5 Ne7 23. Rc1 Nxd5 24. Bb2 Nc4 25. Rhd1 c6 26. Ba1 b5 27. Rd3 f5 28. f4 Re8 29. Kh3 g5 30. fxg5 hxg5 31. Rf3 Rf8 32. g4 f4 33. Rd3 Nde3 34. Re1 Kg7 35. Rexe3 Nxe3 36. c4+ Kf7 37. cxb5 cxb5 38. Rxd6 Nxc2 39. Bb2 Ke7 40. Rd5 f3 41. Rxg5 f2 42. Rf5 Rxf5 43. gxf5 f1=Q+ 44. Kh4 Ne3 45. Ba3+ Kf6 46. Bc5 Qf4+ 47. Kh3 Qg4# 0-1,1520.0,1465.0,-27.0,14.0,Van't Kruijs Opening,A00
